Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,11,,,black,,,,,DM-01-11-black,0.0,shopify,40,deny,manual,229.00,,true,true,,,,,,,,,,,,,kg,,,
dr-martens-1461-dmc-3-eye-shoe-black-smooth,,,,,,,,,12,,,black,,,,,DM-01-12-black,0.0,shopify,40,deny,manual,229.00,,true,true,,,,,,,,,,,,,kg,,,
nike-crackle-print-tb-tee,NIKE | CRACKLE PRINT TB TEE,"Meet your new favorite tee, the Nike Crackle Print T-Shirt. Bringing its A-game in soft, premium fabric, it features a ribbed crew neck and a woven Nike label on the hem.",NIKE,Uncategorized,T-SHIRTS,"clothes, egnition-sample-data, men, nike, summer",true,Size,s,,Color,blue,,,,,NK-01-s-blue,0.0,shopify,50,deny,manual,40.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_16_image1.jpg?v=1787745162,1,NIKE | CRACKLE PRINT TB TEE,false,,,,kg,,,active
nike-crackle-print-tb-tee,,,,,,,,,m,,,blue,,,,,NK-01-m-blue,0.0,shopify,50,deny,manual,40.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_16_image2.jpg?v=1787745161,2,NIKE | CRACKLE PRINT TB TEE,,,,,kg,,,
nike-crackle-print-tb-tee,,,,,,,,,l,,,blue,,,,,NK-01-l-blue,0.0,shopify,50,deny,manual,40.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_16_image3.jpg?v=1787745162,3,NIKE | CRACKLE PRINT TB TEE,,,,,kg,,,
nike-crackle-print-tb-tee,,,,,,,,,xl,,,blue,,,,,NK-01-xl-blue,0.0,shopify,50,deny,manual,40.00,,true,true,,,,,,,,,,,,,kg,,,
timberland-mens-6-inch-premium-boot,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,"Timberland has been refining their craft of producing hard-wearing boots for decades. The 6-Inch Premium Waterproof Boot (or Wheat Boot) is the original men's Timberland boot and was first designed nearly 40 years ago. Continuous improvements to the design and construction, such as the addition of Timberland's exclusive anti-fatigue technology for all day comfort, has cemented these boots as a sturdy and dependable staple in anyone's shoe collection. The premium waterproof leather, seam-sealed construction and rugged lug outsoles provides long-lasting durability and comfort to help you get through any environmental conditions and adventure. An absolute must-have.",TIMBERLAND,Uncategorized,SHOES,"clothes, egnition-sample-data, men, timberland, winter",true,Size,7,,Color,yellow,,,,,TM-01-7-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_15_image1.jpg?v=1787745154,1,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,false,,,,kg,,,active
timberland-mens-6-inch-premium-boot,,,,,,,,,8,,,yellow,,,,,TM-01-8-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_15_image2.jpg?v=1787745155,2,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,,,,,kg,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,9,,,yellow,,,,,TM-01-9-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_15_image3.jpg?v=1787745155,3,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,,,,,kg,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,10,,,yellow,,,,,TM-01-10-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_15_image4.jpg?v=1787745155,4,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,,,,,kg,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,11,,,yellow,,,,,TM-01-11-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_15_image5.jpg?v=1787745155,5,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,,,,,kg,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,12,,,yellow,,,,,TM-01-12-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,,,,,,,,kg,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,13,,,yellow,,,,,TM-01-13-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,,,,,,,,kg,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,14,,,yellow,,,,,TM-01-14-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,,,,,,,,kg,,,
timberland-mens-6-inch-premium-boot,,,,,,,,,15,,,yellow,,,,,TM-01-15-yellow,0.0,shopify,50,deny,manual,299.95,,true,true,,,,,,,,,,,,,kg,,,
vans-classic-slip-on-perforated-suede,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE),"The Perforated Suede Classic Slip-On features low profile slip-on perforated suede uppers,, padded collars, elastic side accents, and signature rubber waffle outsoles.",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, summer, vans",true,Size,4,,Color,beige,,,,,VN-09-4-beige,0.0,shopify,60,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_14_image1.jpg?v=1787745148,1,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE),false,,,,kg,,,active
vans-classic-slip-on-perforated-suede,,,,,,,,,5,,,beige,,,,,VN-09-5-beige,0.0,shopify,60,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_14_image2.jpg?v=1787745148,2,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE),,,,,kg,,,
vans-classic-slip-on-perforated-suede,,,,,,,,,6,,,beige,,,,,VN-09-6-beige,0.0,shopify,60,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_14_image3.jpg?v=1787745148,3,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE),,,,,kg,,,
vans-classic-slip-on-perforated-suede,,,,,,,,,7,,,beige,,,,,VN-09-7-beige,0.0,shopify,60,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_14_image4.jpg?v=1787745148,4,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE),,,,,kg,,,
vans-classic-slip-on-perforated-suede,,,,,,,,,8,,,beige,,,,,VN-09-8-beige,0.0,shopify,60,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_14_image5.jpg?v=1787745148,5,VANS | CLASSIC SLIP-ON (PERFORATED SUEDE),,,,,kg,,,
vans-classic-slip-on-perforated-suede,,,,,,,,,9,,,beige,,,,,VN-09-9-beige,0.0,shopify,60,deny,manual,119.95,,true,true,,,,,,,,,,,,,kg,,,
vans-old-skool-butterfly-true-white-black,VANS | OLD SKOOL (BUTTERFLY) TRUE WHITE | BLACK,"Vans are a staple in skate culture and street style, and this skate sneaker is no exception. Introduced in 1977, the Vans Old Skool sneaker is a classic in the Vans collection. Full of attitude, the Old Skool is durable and lightweight, and can give the other boys in the collection a run for its money. Constructed from canvas, The Vans Old Skool features contrasting suede panels along the toe and heel, plus the iconic stripe along the side of the shoe, and sits over a chunky midsole.",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, summer, vans",true,Size,4,,Color,white,,,,,VN-08-4-white,0.0,shopify,50,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_13_image1.jpg?v=1787745142,1,VANS | OLD SKOOL (BUTTERFLY) TRUE WHITE | BLACK,false,,,,kg,,,active
vans-old-skool-butterfly-true-white-black,,,,,,,,,5,,,white,,,,,VN-08-5-white,0.0,shopify,50,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_13_image2.jpg?v=1787745142,2,VANS | OLD SKOOL (BUTTERFLY) TRUE WHITE | BLACK,,,,,kg,,,
vans-old-skool-butterfly-true-white-black,,,,,,,,,6,,,white,,,,,VN-08-6-white,0.0,shopify,50,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_13_image3.jpg?v=1787745142,3,VANS | OLD SKOOL (BUTTERFLY) TRUE WHITE | BLACK,,,,,kg,,,
vans-old-skool-butterfly-true-white-black,,,,,,,,,7,,,white,,,,,VN-08-7-white,0.0,shopify,50,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_13_image4.jpg?v=1787745142,4,VANS | OLD SKOOL (BUTTERFLY) TRUE WHITE | BLACK,,,,,kg,,,
vans-old-skool-butterfly-true-white-black,,,,,,,,,8,,,white,,,,,VN-08-8-white,0.0,shopify,50,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_13_image5.jpg?v=1787745142,5,VANS | OLD SKOOL (BUTTERFLY) TRUE WHITE | BLACK,,,,,kg,,,
vans-old-skool-butterfly-true-white-black,,,,,,,,,9,,,white,,,,,VN-08-9-white,0.0,shopify,50,deny,manual,129.95,,true,true,,,,,,,,,,,,,kg,,,
vans-sh-8-hi,VANS | SH-8 HI,"Vans are a staple in skate culture and street style, and this skate sneaker is no exception. Introduced in the early 70's, the Vans SK8 Hi was responsible for the reduced number of ankle injuries in the skating scene with the extra padded ankle support, but its popularity has grown across different cultural scenes. The Vans SK8 Hi True White is constructed from a combination of canvas and suede and features the signature side stripe detail and vulcanized waffle sole. Available in a range of colours.",VANS,Uncategorized,SHOES,"autumn, clothes, egnition-sample-data, men, spring, vans",true,Size,4,,Color,black,,,,,VN-07-4-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_12_image1.jpg?v=1787745134,1,VANS | SH-8 HI,false,,,,kg,,,active
vans-sh-8-hi,,,,,,,,,5,,,black,,,,,VN-07-5-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_12_image2.jpg?v=1787745134,2,VANS | SH-8 HI,,,,,kg,,,
vans-sh-8-hi,,,,,,,,,6,,,black,,,,,VN-07-6-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_12_image3.jpg?v=1787745135,3,VANS | SH-8 HI,,,,,kg,,,
vans-sh-8-hi,,,,,,,,,7,,,black,,,,,VN-07-7-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_12_image4.jpg?v=1787745135,4,VANS | SH-8 HI,,,,,kg,,,
vans-sh-8-hi,,,,,,,,,8,,,black,,,,,VN-07-8-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_12_image5.jpg?v=1787745135,5,VANS | SH-8 HI,,,,,kg,,,
vans-sh-8-hi,,,,,,,,,9,,,black,,,,,VN-07-9-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,,,,,,,,kg,,,
vans-sh-8-hi,,,,,,,,,10,,,black,,,,,VN-07-10-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,,,,,,,,kg,,,
vans-sh-8-hi,,,,,,,,,11,,,black,,,,,VN-07-11-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,,,,,,,,kg,,,
vans-sh-8-hi,,,,,,,,,12,,,black,,,,,VN-07-12-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,,,,,,,,kg,,,
vans-sh-8-hi,,,,,,,,,14,,,black,,,,,VN-07-14-black,0.0,shopify,31,deny,manual,129.95,,true,true,,,,,,,,,,,,,kg,,,
vans-era-59-desert-cowboy,VANS | ERA 59 (DESERT COWBOY),"Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole. ",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, summer, vans",true,Size,9,,Color,light_brown,,,,,VN-06-9-light_brown,0.0,shopify,50,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_11_image1.jpg?v=1787745128,1,VANS | ERA 59 (DESERT COWBOY),false,,,,kg,,,active
vans-era-59-desert-cowboy,,,,,,,,,10,,,light_brown,,,,,VN-06-10-light_brown,0.0,shopify,50,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_11_image2.jpg?v=1787745128,2,VANS | ERA 59 (DESERT COWBOY),,,,,kg,,,
vans-era-59-desert-cowboy,,,,,,,,,11,,,light_brown,,,,,VN-06-11-light_brown,0.0,shopify,50,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_11_image3.jpg?v=1787745128,3,VANS | ERA 59 (DESERT COWBOY),,,,,kg,,,
vans-era-59-desert-cowboy,,,,,,,,,12,,,light_brown,,,,,VN-06-12-light_brown,0.0,shopify,50,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_11_image4.jpg?v=1787745128,4,VANS | ERA 59 (DESERT COWBOY),,,,,kg,,,
vans-era-59-desert-cowboy,,,,,,,,,13,,,light_brown,,,,,VN-06-13-light_brown,0.0,shopify,50,deny,manual,109.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_11_image5.jpg?v=1787745128,5,VANS | ERA 59 (DESERT COWBOY),,,,,kg,,,
adidas-superstar-80s,ADIDAS | SUPERSTAR 80S,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",ADIDAS,Uncategorized,SHOES,"adidas, autumn, clothes, egnition-sample-data, men, spring, summer",true,Size,5,,Color,white,,,,,AD-01-5-white,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_10_image1.jpg?v=1787745122,1,ADIDAS | SUPERSTAR 80S,false,,,,kg,,,active
adidas-superstar-80s,,,,,,,,,6,,,white,,,,,AD-01-6-white,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_10_image2.jpg?v=1787745122,2,ADIDAS | SUPERSTAR 80S,,,,,kg,,,
adidas-superstar-80s,,,,,,,,,7,,,white,,,,,AD-01-7-white,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_10_image3.jpg?v=1787745121,3,ADIDAS | SUPERSTAR 80S,,,,,kg,,,
adidas-superstar-80s,,,,,,,,,9,,,white,,,,,AD-01-9-white,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_10_image4.jpg?v=1787745122,4,ADIDAS | SUPERSTAR 80S,,,,,kg,,,
adidas-superstar-80s,,,,,,,,,10,,,white,,,,,AD-01-10-white,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_10_image5.jpg?v=1787745121,5,ADIDAS | SUPERSTAR 80S,,,,,kg,,,
adidas-superstar-80s,,,,,,,,,11,,,white,,,,,AD-01-11-white,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,,,,,,,,,kg,,,
adidas-superstar-80s,,,,,,,,,12,,,white,,,,,AD-01-12-white,0.0,shopify,100,deny,manual,170.00,,true,true,,,,,,,,,,,,,kg,,,
supra-mens-vaider,SUPRA | MENS VAIDER,Supra introduces the Vaider. A stylishly designed high top upper on a vulcanized sole that supplies excellent traction and board feel. A padded collar and tongue lining provide superior comfort,SUPRA,Uncategorized,SHOES,"autumn, clothes, egnition-sample-data, men, spring, summer, supra",true,Size,9,,Color,gray,,,,,su-01-9-gray,0.0,shopify,5,deny,manual,169.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_9_image1.jpg?v=1787745115,1,SUPRA | MENS VAIDER,false,,,,kg,,,active
supra-mens-vaider,,,,,,,,,10,,,gray,,,,,su-01-10-gray,0.0,shopify,5,deny,manual,169.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_9_image2.jpg?v=1787745115,2,SUPRA | MENS VAIDER,,,,,kg,,,
supra-mens-vaider,,,,,,,,,11,,,gray,,,,,su-01-11-gray,0.0,shopify,5,deny,manual,169.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_9_image3.jpg?v=1787745115,3,SUPRA | MENS VAIDER,,,,,kg,,,
supra-mens-vaider,,,,,,,,,12,,,gray,,,,,su-01-12-gray,0.0,shopify,5,deny,manual,169.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_9_image4.jpg?v=1787745115,4,SUPRA | MENS VAIDER,,,,,kg,,,
supra-mens-vaider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_9_image5.jpg?v=1787745115,5,SUPRA | MENS VAIDER,,,,,,,,
puma-suede-classic-regal,PUMA | SUEDE CLASSIC REGAL,"First introduced in 1968, the Puma Suede Classic is Puma's most epic sneaker with its athletic inspired design and smooth suede. The Puma Suede Classic Regal Red/White is constructed with a suede upper and contrasting low profile rubber sole, and fat laces, the classic continues to make its mark on the streets today.",PUMA,Uncategorized,SHOES,"clothes, egnition-sample-data, men, puma, summer",true,Size,5,,Color,red,,,,,PM-01-5-red,0.0,shopify,20,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_8_image1.jpg?v=1787745109,1,PUMA | SUEDE CLASSIC REGAL,false,,,,kg,,,active
puma-suede-classic-regal,,,,,,,,,6,,,red,,,,,PM-01-6-red,0.0,shopify,20,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_8_image2.jpg?v=1787745109,2,PUMA | SUEDE CLASSIC REGAL,,,,,kg,,,
puma-suede-classic-regal,,,,,,,,,7,,,red,,,,,PM-01-7-red,0.0,shopify,20,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_8_image3.jpg?v=1787745109,3,PUMA | SUEDE CLASSIC REGAL,,,,,kg,,,
puma-suede-classic-regal,,,,,,,,,8,,,red,,,,,PM-01-8-red,0.0,shopify,20,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_8_image4.jpg?v=1787745109,4,PUMA | SUEDE CLASSIC REGAL,,,,,kg,,,
puma-suede-classic-regal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_8_image5.jpg?v=1787745109,5,PUMA | SUEDE CLASSIC REGAL,,,,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,"The iconic ASICS Tiger GEL-Lyte III was originally released in 1990. Having over two decades of performance heritage, it offers fine design detailing and a padded split tongue to eliminate tongue movement, built on a sleek silhouette. It comes as no surprise the Gel-Lyte III is a fast growing popular choice for sneaker enthusiasts all over the world.",ASICS TIGER,Uncategorized,SHOES,"asics-tiger, autumn, clothes, egnition-sample-data, men, spring",true,Size,4,,Color,black,,,,,AsTi-01-4-black,0.0,shopify,3,deny,manual,220.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_7_image1.jpg?v=1787745103,1,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,false,,,,kg,,,active
asics-tiger-gel-lyte-v-30-years-of-gel-pack,,,,,,,,,8,,,black,,,,,AsTi-01-8-black,0.0,shopify,3,deny,manual,220.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_7_image2.jpg?v=1787745103,2,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,,,,,kg,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack,,,,,,,,,14,,,black,,,,,AsTi-01-14-black,0.0,shopify,3,deny,manual,220.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_7_image3.jpg?v=1787745103,3,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,,,,,kg,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_7_image4.jpg?v=1787745103,4,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,,,,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_7_image5.jpg?v=1787745103,5,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,,,,,,,,
palladium-pallatech-hi-tx-chevron,PALLADIUM | PALLATECH HI TX | CHEVRON,"The Palladium iconic classic receives a subtle, yet stylish update. The Pallatech Hi TX features a full grain leather upper with cotton canvas and soft cuff around the collar, providing even more comfort. The boot is finished with a single-unit molded rubber outsole, offering excellent traction while exploring your city. The EVA-cushioned footbed and hugging heel cup cradle the foot for lasting support.",PALLADIUM,Uncategorized,SHOES,"clothes, egnition-sample-data, men, palladium, winter",true,Size,9,,Color,red,,,,,"PAL-01
-9-red",0.0,shopify,16,deny,manual,159.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_6_image1.jpg?v=1787745097,1,PALLADIUM | PALLATECH HI TX | CHEVRON,false,,,,kg,,,active
palladium-pallatech-hi-tx-chevron,,,,,,,,,10,,,red,,,,,"PAL-01
-10-red",0.0,shopify,16,deny,manual,159.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_6_image2.jpg?v=1787745097,2,PALLADIUM | PALLATECH HI TX | CHEVRON,,,,,kg,,,
palladium-pallatech-hi-tx-chevron,,,,,,,,,12,,,red,,,,,"PAL-01
-12-red",0.0,shopify,16,deny,manual,159.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_6_image3.jpg?v=1787745097,3,PALLADIUM | PALLATECH HI TX | CHEVRON,,,,,kg,,,
palladium-pallatech-hi-tx-chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_6_image4.jpg?v=1787745097,4,PALLADIUM | PALLATECH HI TX | CHEVRON,,,,,,,,
palladium-pallatech-hi-tx-chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_6_image5.jpg?v=1787745097,5,PALLADIUM | PALLATECH HI TX | CHEVRON,,,,,,,,
vans-sk8-hi-decon-cutout-leaves-white,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,The Vans Cut Out Sk8-Hi Decon brings a twist to the iconic Vans Sk8-Hi silhouette: a new deconstructed leather high-top upper with a custom die cut design that lets the material shape on its own accord without much structural constriction. It also features signature rubber waffle outsoles.,VANS,Uncategorized,SHOES,"autumn, clothes, egnition-sample-data, men, spring, summer, vans",true,Size,4,,Color,white,,,,,"VN-05
-4-white",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_5_image1.jpg?v=1787745090,1,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,false,,,,kg,,,active
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,5,,,white,,,,,"VN-05
-5-white",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_5_image2.jpg?v=1787745090,2,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,,,,,kg,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,6,,,white,,,,,"VN-05
-6-white",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_5_image3.jpg?v=1787745090,3,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,,,,,kg,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,7,,,white,,,,,"VN-05
-7-white",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_5_image4.jpg?v=1787745090,4,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,,,,,kg,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,8,,,white,,,,,"VN-05
-8-white",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_5_image5.jpg?v=1787745090,5,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,,,,,kg,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,9,,,white,,,,,"VN-05
-9-white",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,,,,,,,,kg,,,
vans-sk8-hi-decon-cutout-leaves-white,,,,,,,,,10,,,white,,,,,"VN-05
-10-white",0.0,shopify,5,deny,manual,179.95,,true,true,,,,,,,,,,,,,kg,,,
vans-era-59-moroccan-geo-dress-blues,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES","Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole.",VANS,Uncategorized,SHOES,"clothes, egnition-sample-data, men, summer, vans",true,Size,8,,Color,blue,,,,,VN-04-8-blue,0.0,shopify,21,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_4_image1.jpg?v=1787745084,1,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",false,,,,kg,,,active
vans-era-59-moroccan-geo-dress-blues,,,,,,,,,9,,,blue,,,,,VN-04-9-blue,0.0,shopify,21,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_4_image2.jpg?v=1787745084,2,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",,,,,kg,,,
vans-era-59-moroccan-geo-dress-blues,,,,,,,,,10,,,blue,,,,,VN-04-10-blue,0.0,shopify,21,deny,manual,119.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0744/4283/4006/files/product_4_image3.jpg?v=1787745084,3,"VANS |
ERA 59 MOROCCAN | GEO/DRESS BLUES",,,,,kg,,,
